movie_title,duration,budget,gross,imdb_score,success_category,num_voted_users,movie_facebook_likes,director_facebook_likes,title_year,genres,country,language,content_rating,aspect_ratio,color,profit,roi,budget_millions,gross_millions
Angels & Demons ,146.0,150000000.0,133375846.0,6.7,Hit,207839,0,2000.0,2009.0,Mystery|Thriller,USA,English,PG-13,2.35,Color,-16624154.0,-11.082769333333333,150.0,133.375846
Thor ,115.0,150000000.0,181015141.0,7.0,Hit,536314,63000,0.0,2011.0,Action|Adventure|Fantasy,USA,English,PG-13,2.35,Color,31015141.0,20.676760666666667,150.0,181.015141
Bolt ,96.0,150000000.0,114053579.0,6.9,Hit,146766,0,59.0,2008.0,Adventure|Animation|Comedy|Drama|Family,USA,English,PG,1.85,Color,-35946421.0,-23.964280666666667,150.0,114.053579
G-Force ,88.0,150000000.0,119420252.0,5.1,Average,33042,0,12.0,2009.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,USA,English,PG,2.35,Color,-30579748.0,-20.386498666666668,150.0,119.420252
Wrath of the Titans ,99.0,150000000.0,83640426.0,5.8,Average,152826,19000,473.0,2012.0,Action|Adventure|Fantasy,USA,English,PG-13,1.85,Color,-66359574.0,-44.239716,150.0,83.640426
Dark Shadows ,113.0,100000000.0,79711678.0,6.2,Hit,199039,82000,13000.0,2012.0,Comedy|Fantasy|Horror,USA,English,PG-13,1.85,Color,-20288322.0,-20.288322,100.0,79.711678
Mission: Impossible - Rogue Nation ,131.0,150000000.0,195000874.0,7.4,Hit,232187,47000,188.0,2015.0,Action|Adventure|Thriller,China,English,PG-13,2.35,Color,45000874.0,30.000582666666663,150.0,195.000874
The Wolfman ,119.0,150000000.0,61937495.0,5.8,Average,89442,0,394.0,2010.0,Drama|Fantasy|Horror|Thriller,USA,English,R,1.85,Color,-88062505.0,-58.708336666666675,150.0,61.937495
The Legend of Tarzan ,110.0,180000000.0,124051759.0,6.6,Hit,42372,29000,282.0,2016.0,Action|Adventure|Drama|Romance,USA,English,PG-13,2.35,Color,-55948241.0,-31.08235611111111,180.0,124.051759
Bee Movie ,91.0,150000000.0,126597121.0,6.2,Hit,105902,0,58.0,2007.0,Adventure|Animation|Comedy|Family,USA,English,PG,1.85,Color,-23402879.0,-15.601919333333333,150.0,126.597121
Kung Fu Panda 2 ,90.0,150000000.0,165230261.0,7.3,Hit,182718,20000,90.0,2011.0,Action|Adventure|Animation|Comedy|Family,USA,English,PG,2.35,Color,15230261.0,10.153507333333334,150.0,165.230261
The Last Airbender ,103.0,150000000.0,131564731.0,4.2,Average,118951,18000,0.0,2010.0,Action|Adventure|Family|Fantasy,USA,English,PG,2.35,Color,-18435269.0,-12.290179333333333,150.0,131.564731
Mission: Impossible III ,124.0,150000000.0,133382309.0,6.9,Hit,256695,0,14000.0,2006.0,Action|Adventure|Thriller,USA,English,PG-13,2.35,Color,-16617691.0,-11.078460666666667,150.0,133.382309
White House Down ,131.0,150000000.0,73103784.0,6.4,Hit,164238,33000,776.0,2013.0,Action|Drama|Thriller,USA,English,PG-13,2.35,Color,-76896216.0,-51.264144,150.0,73.103784
Mars Needs Moms ,88.0,150000000.0,21379315.0,5.4,Average,17590,0,25.0,2011.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,USA,English,PG,2.35,Color,-128620685.0,-85.74712333333333,150.0,21.379315
Flushed Away ,85.0,149000000.0,64459316.0,6.7,Hit,85086,0,42.0,2006.0,Adventure|Animation|Comedy|Family,UK,English,PG,1.85,Color,-84540684.0,-56.73871409395973,149.0,64.459316
Pan ,111.0,150000000.0,34964818.0,5.8,Average,39956,24000,456.0,2015.0,Adventure|Family|Fantasy,USA,English,PG,2.35,Color,-115035182.0,-76.69012133333334,150.0,34.964818
Mr. Peabody & Sherman ,92.0,145000000.0,111505642.0,6.9,Hit,47900,11000,50.0,2014.0,Adventure|Animation|Comedy|Family|Sci-Fi,USA,English,PG,1.85,Color,-33494358.0,-23.09955724137931,145.0,111.505642
Troy ,196.0,175000000.0,133228348.0,7.2,Hit,381672,0,249.0,2004.0,Adventure,USA,English,R,2.35,Color,-41771652.0,-23.86951542857143,175.0,133.228348
Madagascar 3: Europe's Most Wanted ,93.0,145000000.0,216366733.0,6.9,Hit,119213,17000,35.0,2012.0,Adventure|Animation|Comedy|Family,USA,English,PG,1.85,Color,71366733.0,49.21843655172414,145.0,216.366733
Die Another Day ,133.0,142000000.0,160201106.0,6.1,Hit,169914,0,93.0,2002.0,Action|Adventure|Thriller,UK,English,PG-13,2.35, Black and White,18201106.0,12.81768028169014,142.0,160.201106
Ghostbusters ,116.0,144000000.0,118099659.0,5.5,Average,69757,62000,176.0,2016.0,Action|Comedy|Fantasy|Sci-Fi,USA,English,PG-13,2.35,Color,-25900341.0,-17.986347916666666,144.0,118.099659
Armageddon ,153.0,140000000.0,201573391.0,6.6,Hit,322395,11000,0.0,1998.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,61573391.0,43.98099357142857,140.0,201.573391
Men in Black II ,88.0,140000000.0,190418803.0,6.1,Hit,270207,2000,188.0,2002.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,USA,English,PG-13,1.85,Color,50418803.0,36.01343071428572,140.0,190.418803
Beowulf ,115.0,150000000.0,82161969.0,6.3,Hit,142440,3000,0.0,2007.0,Action|Adventure|Animation|Fantasy,USA,English,PG-13,2.35,Color,-67838031.0,-45.225354,150.0,82.161969
Kung Fu Panda 3 ,95.0,145000000.0,143523463.0,7.2,Hit,64322,24000,5.0,2016.0,Action|Adventure|Animation|Comedy|Family,USA,English,PG,2.35,Color,-1476537.0,-1.0183013793103448,145.0,143.523463
Mission: Impossible - Ghost Protocol ,133.0,145000000.0,209364921.0,7.4,Hit,365104,35000,663.0,2011.0,Action|Adventure|Thriller,USA,English,PG-13,2.35,Color,64364921.0,44.389600689655175,145.0,209.364921
Rise of the Guardians ,97.0,145000000.0,103400692.0,7.3,Hit,123553,25000,52.0,2012.0,Adventure|Animation|Family|Fantasy,USA,English,PG,1.85,Color,-41599308.0,-28.689177931034482,145.0,103.400692
Fun with Dick and Jane ,90.0,100000000.0,110332737.0,6.1,Hit,110788,2000,23.0,2005.0,Comedy|Crime,USA,English,PG-13,2.35,Color,10332737.0,10.332737,100.0,110.332737
The Last Samurai ,154.0,140000000.0,111110575.0,7.7,Hit,317166,0,380.0,2003.0,Action|Drama|History|War,USA,English,R,2.35,Color,-28889425.0,-20.63530357142857,140.0,111.110575
Exodus: Gods and Kings ,150.0,140000000.0,65007045.0,6.1,Hit,128682,51000,0.0,2014.0,Action|Adventure|Drama,UK,English,PG-13,2.35,Color,-74992955.0,-53.56639642857143,140.0,65.007045
Star Trek ,127.0,150000000.0,257704099.0,8.0,Hit,504419,19000,14000.0,2009.0,Action|Adventure|Sci-Fi,USA,English,PG-13,2.35,Color,107704099.0,71.80273266666667,150.0,257.704099
Spider-Man ,121.0,139000000.0,403706375.0,7.3,Hit,544665,5000,0.0,2002.0,Action|Adventure|Fantasy|Romance,USA,English,PG-13,1.85,Color,264706375.0,190.43624100719424,139.0,403.706375
How to Train Your Dragon 2 ,102.0,145000000.0,176997107.0,7.9,Hit,221128,46000,255.0,2014.0,Action|Adventure|Animation|Comedy|Family|Fantasy,USA,English,PG,2.35,Color,31997107.0,22.066970344827585,145.0,176.997107
Gods of Egypt ,126.0,140000000.0,31141074.0,5.5,Average,51892,24000,295.0,2016.0,Action|Adventure|Fantasy,USA,English,PG-13,2.35,Color,-108858926.0,-77.75637571428572,140.0,31.141074
Stealth ,121.0,135000000.0,31704416.0,5.0,Average,45455,0,357.0,2005.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-103295584.0,-76.5152474074074,135.0,31.704416
Watchmen ,215.0,130000000.0,107503316.0,7.7,Hit,392474,18000,0.0,2009.0,Action|Drama|Mystery|Sci-Fi,USA,English,R,2.35,Color,-22496684.0,-17.305141538461537,130.0,107.503316
Lethal Weapon 4 ,127.0,140000000.0,129734803.0,6.6,Hit,127497,0,503.0,1998.0,Action|Crime|Thriller,USA,English,R,2.35,Color,-10265197.0,-7.3322835714285715,140.0,129.734803
Hulk ,138.0,137000000.0,132122995.0,5.7,Average,212106,0,0.0,2003.0,Action|Sci-Fi,USA,English,PG-13,1.85,Color,-4877005.0,-3.5598576642335766,137.0,132.122995
G.I. Joe: Retaliation ,122.0,130000000.0,122512052.0,5.8,Average,146352,42000,209.0,2013.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-7487948.0,-5.75996,130.0,122.512052
Sahara ,124.0,130000000.0,68642452.0,6.0,Average,77673,0,42.0,2005.0,Action|Adventure|Comedy|Thriller,UK,English,PG-13,2.35,Color,-61357548.0,-47.198113846153845,130.0,68.642452
Final Fantasy: The Spirits Within ,106.0,137000000.0,32131830.0,6.4,Hit,72259,0,6.0,2001.0,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,USA,English,PG-13,1.85,Color,-104868170.0,-76.54610948905109,137.0,32.13183
Captain America: The First Avenger ,124.0,140000000.0,176636816.0,6.9,Hit,508818,46000,394.0,2011.0,Action|Adventure|Sci-Fi,USA,English,PG-13,2.35,Color,36636816.0,26.169154285714285,140.0,176.636816
The World Is Not Enough ,128.0,135000000.0,126930660.0,6.4,Hit,157519,2000,150.0,1999.0,Action|Adventure|Thriller,UK,English,PG-13,2.35,Color,-8069340.0,-5.977288888888889,135.0,126.93066
Master and Commander: The Far Side of the World ,138.0,150000000.0,93926386.0,7.4,Hit,168207,0,608.0,2003.0,Action|Adventure|Drama|History|War,USA,English,PG-13,2.35,Color,-56073614.0,-37.382409333333335,150.0,93.926386
The Twilight Saga: Breaking Dawn - Part 2 ,115.0,120000000.0,292298923.0,5.5,Average,185394,65000,386.0,2012.0,Adventure|Drama|Fantasy|Romance,USA,English,PG-13,2.35,Color,172298923.0,143.58243583333334,120.0,292.298923
Happy Feet 2 ,100.0,135000000.0,63992328.0,5.9,Average,32399,0,750.0,2011.0,Animation|Comedy|Family|Musical,Australia,English,PG,2.35,Color,-71007672.0,-52.59827555555555,135.0,63.992328
The Incredible Hulk ,135.0,150000000.0,134518390.0,6.8,Hit,326286,0,255.0,2008.0,Action|Adventure|Sci-Fi,USA,English,PG-13,2.35,Color,-15481610.0,-10.321073333333333,150.0,134.51839
Miami Vice             ,60.0,1500000.0,0.0,7.5,Hit,16769,0,,,Action|Crime|Drama|Mystery|Thriller,USA,English,TV-14,1.33,Color,-1500000.0,-100.0,1.5,0.0
The BFG ,117.0,140000000.0,52792307.0,6.8,Hit,12572,27000,14000.0,2016.0,Adventure|Family|Fantasy,UK,English,PG,2.35,Color,-87207693.0,-62.29120928571429,140.0,52.792307
The Revenant ,156.0,135000000.0,183635922.0,8.1,Hit,406020,190000,0.0,2015.0,Adventure|Drama|Thriller|Western,USA,English,R,2.35,Color,48635922.0,36.02660888888889,135.0,183.635922
Turbo ,96.0,135000000.0,83024900.0,6.5,Hit,62424,13000,13.0,2013.0,Adventure|Animation|Comedy|Family|Sport,USA,English,PG,2.35,Color,-51975100.0,-38.50007407407408,135.0,83.0249
Rango ,107.0,135000000.0,123207194.0,7.2,Hit,183208,26000,563.0,2011.0,Adventure|Animation|Comedy|Family|Western,USA,English,PG,2.35,Color,-11792806.0,-8.735411851851852,135.0,123.207194
Penguins of Madagascar ,92.0,132000000.0,83348920.0,6.7,Hit,60230,11000,35.0,2014.0,Adventure|Animation|Comedy|Family,USA,English,PG,1.85,Color,-48651080.0,-36.85687878787879,132.0,83.34892
The Bourne Ultimatum ,115.0,110000000.0,227137090.0,8.1,Hit,491077,0,521.0,2007.0,Action|Mystery|Thriller,USA,English,PG-13,2.35,Color,117137090.0,106.48826363636363,110.0,227.13709
Kung Fu Panda ,92.0,130000000.0,215395021.0,7.6,Hit,307029,6000,54.0,2008.0,Action|Adventure|Animation|Comedy|Family,USA,English,PG,2.35,Color,85395021.0,65.68847769230769,130.0,215.395021
Ant-Man ,117.0,130000000.0,180191634.0,7.4,Hit,313866,61000,235.0,2015.0,Action|Adventure|Comedy|Sci-Fi,USA,English,PG-13,1.85,Color,50191634.0,38.60894923076923,130.0,180.191634
The Hunger Games: Catching Fire ,146.0,130000000.0,424645577.0,7.6,Hit,498397,82000,508.0,2013.0,Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,294645577.0,226.65044384615385,130.0,424.645577
The Twilight Saga: Breaking Dawn - Part 2 ,115.0,120000000.0,292298923.0,5.5,Average,185394,65000,386.0,2012.0,Adventure|Drama|Fantasy|Romance,USA,English,PG-13,2.35,Color,172298923.0,143.58243583333334,120.0,292.298923
Home ,94.0,135000000.0,177343675.0,6.7,Hit,70121,26000,12.0,2015.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,USA,English,PG,1.85,Color,42343675.0,31.365685185185182,135.0,177.343675
War of the Worlds ,116.0,132000000.0,234277056.0,6.5,Hit,334345,0,14000.0,2005.0,Adventure|Sci-Fi|Thriller,USA,English,PG-13,1.85,Color,102277056.0,77.48261818181818,132.0,234.277056
Bad Boys II ,147.0,130000000.0,138396624.0,6.6,Hit,178126,0,0.0,2003.0,Action|Comedy|Crime|Thriller,USA,English,R,2.35,Color,8396624.0,6.458941538461538,130.0,138.396624
Puss in Boots ,90.0,130000000.0,149234747.0,6.7,Hit,114287,16000,50.0,2011.0,Action|Adventure|Animation|Comedy|Family|Fantasy,USA,English,PG,2.35,Color,19234747.0,14.795959230769231,130.0,149.234747
Salt ,101.0,110000000.0,118311368.0,6.4,Hit,245621,23000,176.0,2010.0,Action|Crime|Mystery|Thriller,USA,English,PG-13,2.35,Color,8311368.0,7.55578909090909,110.0,118.311368
Noah ,138.0,125000000.0,101160529.0,5.8,Average,200022,71000,0.0,2014.0,Action|Adventure|Drama,USA,English,PG-13,1.85,Color,-23839471.0,-19.071576800000003,125.0,101.160529
The Adventures of Tintin ,107.0,135000000.0,77564037.0,7.4,Hit,177383,44000,14000.0,2011.0,Action|Adventure|Family|Mystery,USA,English,PG,2.35,Color,-57435963.0,-42.545157777777774,135.0,77.564037
Harry Potter and the Prisoner of Azkaban ,142.0,130000000.0,249358727.0,7.8,Hit,382255,11000,0.0,2004.0,Adventure|Family|Fantasy|Mystery,UK,English,PG,2.35,Color,119358727.0,91.81440538461538,130.0,249.358727
Australia ,165.0,130000000.0,49551662.0,6.6,Hit,102338,0,1000.0,2008.0,Adventure|Drama|Romance|War,Australia,English,PG-13,2.35,Color,-80448338.0,-61.883336923076925,130.0,49.551662
After Earth ,100.0,130000000.0,60522097.0,4.9,Average,158720,37000,0.0,2013.0,Action|Adventure|Sci-Fi,USA,English,PG-13,2.35,Color,-69477903.0,-53.44454076923076,130.0,60.522097
Dinosaur ,82.0,127500000.0,137748063.0,6.5,Hit,38438,0,0.0,2000.0,Adventure|Animation|Family|Thriller,USA,English,PG,1.85,Color,10248063.0,8.037696470588235,127.5,137.748063
Harry Potter and the Deathly Hallows: Part II ,103.0,0.0,0.0,7.5,Hit,381,40,0.0,2011.0,Action|Fantasy,UK,English,,,Color,0.0,,0.0,0.0
Night at the Museum: Secret of the Tomb ,98.0,127000000.0,113733726.0,6.2,Hit,67223,11000,189.0,2014.0,Adventure|Comedy|Family|Fantasy,USA,English,PG,1.85,Color,-13266274.0,-10.44588503937008,127.0,113.733726
Megamind ,95.0,130000000.0,148337537.0,7.3,Hit,172754,13000,96.0,2010.0,Action|Animation|Comedy|Family|Sci-Fi,USA,English,PG,2.35,Color,18337537.0,14.105797692307693,130.0,148.337537
Harry Potter and the Sorcerer's Stone ,159.0,125000000.0,317557891.0,7.5,Hit,444683,16000,0.0,2001.0,Adventure|Family|Fantasy,UK,English,PG,2.35,Color,192557891.0,154.0463128,125.0,317.557891
R.I.P.D. ,96.0,130000000.0,33592415.0,5.6,Average,91640,20000,124.0,2013.0,Action|Comedy|Fantasy,USA,English,PG-13,2.35,Color,-96407585.0,-74.15968076923077,130.0,33.592415
Godzilla Resurgence ,120.0,0.0,0.0,8.2,Hit,374,0,28.0,2016.0,Action|Adventure|Drama|Horror|Sci-Fi,Japan,Japanese,,2.35,Color,0.0,,0.0,0.0
Pirates of the Caribbean: The Curse of the Black Pearl ,143.0,140000000.0,305388685.0,8.1,Hit,809474,10000,563.0,2003.0,Action|Adventure|Fantasy,USA,English,PG-13,2.35,Color,165388685.0,118.134775,140.0,305.388685
Harry Potter and the Deathly Hallows: Part I ,103.0,0.0,0.0,6.4,Hit,252,25,0.0,2010.0,Fantasy,UK,English,,,Color,0.0,,0.0,0.0
The Hunger Games: Mockingjay - Part 1 ,123.0,125000000.0,337103873.0,6.7,Hit,305008,52000,508.0,2014.0,Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,212103873.0,169.6830984,125.0,337.103873
The Da Vinci Code ,174.0,125000000.0,217536138.0,6.6,Hit,314253,0,2000.0,2006.0,Mystery|Thriller,USA,English,PG-13,2.35,Color,92536138.0,74.0289104,125.0,217.536138
Rio 2 ,101.0,103000000.0,131536019.0,6.4,Hit,58498,0,107.0,2014.0,Adventure|Animation|Comedy|Family|Musical,USA,English,G,2.35,Color,28536019.0,27.70487281553398,103.0,131.536019
X-Men 2 ,134.0,110000000.0,214948780.0,7.5,Hit,405973,0,0.0,2003.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Canada,English,PG-13,2.35,Color,104948780.0,95.40798181818182,110.0,214.94878
Fast Five ,132.0,125000000.0,209805005.0,7.3,Hit,284792,54000,681.0,2011.0,Action|Crime|Thriller,USA,English,PG-13,2.35,Color,84805005.0,67.844004,125.0,209.805005
Sherlock Holmes: A Game of Shadows ,129.0,125000000.0,186830669.0,7.5,Hit,338635,39000,0.0,2011.0,Action|Adventure|Crime|Mystery|Thriller,USA,English,PG-13,2.35,Color,61830669.0,49.4645352,125.0,186.830669
Clash of the Titans ,106.0,125000000.0,163192114.0,5.8,Average,229679,15000,255.0,2010.0,Action|Adventure|Fantasy,USA,English,PG-13,2.35,Color,38192114.0,30.5536912,125.0,163.192114
Total Recall ,113.0,65000000.0,119412921.0,7.5,Hit,240241,0,719.0,1990.0,Action|Sci-Fi,USA,English,R,1.85,Color,54412921.0,83.71218615384616,65.0,119.412921
The 13th Warrior ,102.0,85000000.0,32694788.0,6.6,Hit,101411,0,323.0,1999.0,Action|Adventure|History,USA,English,R,2.35,Color,-52305212.0,-61.53554352941176,85.0,32.694788
The Bourne Legacy ,135.0,125000000.0,113165635.0,6.7,Hit,229823,31000,209.0,2012.0,Action|Adventure|Thriller,USA,English,PG-13,2.35,Color,-11834365.0,-9.467492,125.0,113.165635
Batman & Robin ,125.0,125000000.0,107285004.0,3.7,Average,189855,0,541.0,1997.0,Action,USA,English,PG-13,1.85,Color,-17714996.0,-14.1719968,125.0,107.285004
How the Grinch Stole Christmas ,110.0,123000000.0,260031035.0,6.0,Average,141414,0,2000.0,2000.0,Comedy|Family|Fantasy,USA,English,PG,1.85,Color,137031035.0,111.40734552845528,123.0,260.031035
The Day After Tomorrow ,124.0,125000000.0,186739919.0,6.4,Hit,333248,19000,776.0,2004.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,61739919.0,49.3919352,125.0,186.739919
Mission: Impossible II ,123.0,125000000.0,215397307.0,6.1,Hit,242188,0,610.0,2000.0,Action|Adventure|Thriller,USA,English,PG-13,2.35,Color,90397307.0,72.3178456,125.0,215.397307
The Perfect Storm ,130.0,140000000.0,182618434.0,6.4,Hit,133076,0,249.0,2000.0,Action|Adventure|Drama|Thriller,USA,English,PG-13,2.35,Color,42618434.0,30.441738571428573,140.0,182.618434
Fantastic 4: Rise of the Silver Surfer ,92.0,130000000.0,131920333.0,5.6,Average,213275,0,167.0,2007.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG,2.35,Color,1920333.0,1.4771792307692309,130.0,131.920333
Life of Pi ,127.0,120000000.0,124976634.0,8.0,Hit,440084,122000,0.0,2012.0,Adventure|Drama|Fantasy,USA,English,PG,1.85,Color,4976634.0,4.147195,120.0,124.976634
Ghost Rider ,123.0,110000000.0,115802596.0,5.2,Average,182661,0,160.0,2007.0,Action|Fantasy|Thriller,USA,English,PG-13,2.35,Color,5802596.0,5.275087272727273,110.0,115.802596
Jason Bourne ,123.0,120000000.0,108521835.0,7.1,Hit,40123,31000,521.0,2016.0,Action|Thriller,UK,English,PG-13,2.35,Color,-11478165.0,-9.5651375,120.0,108.521835
Charlie's Angels: Full Throttle ,107.0,120000000.0,100685880.0,4.8,Average,100821,0,368.0,2003.0,Action|Adventure|Comedy|Crime,USA,English,PG-13,2.35,Color,-19314120.0,-16.095100000000002,120.0,100.68588
Prometheus ,124.0,130000000.0,126464904.0,7.0,Hit,456260,97000,0.0,2012.0,Adventure|Mystery|Sci-Fi,USA,English,R,2.35,Color,-3535096.0,-2.7193046153846154,130.0,126.464904
Stuart Little 2 ,77.0,120000000.0,64736114.0,5.4,Average,36471,459,50.0,2002.0,Adventure|Animation|Comedy|Family|Fantasy,USA,English,PG,1.85,Color,-55263886.0,-46.05323833333333,120.0,64.736114
Elysium ,109.0,115000000.0,93050117.0,6.6,Hit,338087,61000,662.0,2013.0,Action|Drama|Sci-Fi|Thriller,USA,English,R,2.35,Color,-21949883.0,-19.086854782608693,115.0,93.050117
The Chronicles of Riddick ,134.0,105000000.0,57637485.0,6.7,Hit,183909,0,123.0,2004.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-47362515.0,-45.10715714285714,105.0,57.637485
RoboCop ,117.0,100000000.0,58607007.0,6.2,Hit,182899,60000,294.0,2014.0,Action|Crime|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,-41392993.0,-41.392993,100.0,58.607007
Speed Racer ,135.0,120000000.0,43929341.0,6.1,Hit,57873,0,0.0,2008.0,Action|Family|Sport,USA,English,PG,2.35,Color,-76070659.0,-63.39221583333333,120.0,43.929341
How Do You Know ,121.0,120000000.0,30212620.0,5.3,Average,35066,0,274.0,2010.0,Comedy|Drama|Romance,USA,English,PG-13,1.85,Color,-89787380.0,-74.82281666666667,120.0,30.21262
Knight and Day ,117.0,117000000.0,76418654.0,6.3,Hit,148280,11000,446.0,2010.0,Action|Comedy|Romance,USA,English,PG-13,2.35,Color,-40581346.0,-34.68491111111111,117.0,76.418654
Oblivion ,124.0,120000000.0,89021735.0,7.0,Hit,387436,71000,364.0,2013.0,Action|Adventure|Mystery|Sci-Fi,USA,English,PG-13,2.35,Color,-30978265.0,-25.815220833333335,120.0,89.021735
Star Wars: Episode III - Revenge of the Sith ,140.0,113000000.0,380262555.0,7.6,Hit,520104,10000,0.0,2005.0,Action|Adventure|Fantasy|Sci-Fi,USA,English,PG-13,2.35,Color,267262555.0,236.5155353982301,113.0,380.262555
Star Wars: Episode II - Attack of the Clones ,142.0,115000000.0,310675583.0,6.7,Hit,464310,0,0.0,2002.0,Action|Adventure|Fantasy|Sci-Fi,USA,English,PG,1.78,Color,195675583.0,170.15268086956522,115.0,310.675583
"Monsters, Inc. ",92.0,115000000.0,289907418.0,8.1,Hit,585659,0,0.0,2001.0,Adventure|Animation|Comedy|Family|Fantasy,USA,English,G,1.85,Color,174907418.0,152.09340695652173,115.0,289.907418
The Wolverine ,138.0,120000000.0,132550960.0,6.7,Hit,328067,68000,446.0,2013.0,Action|Adventure|Sci-Fi|Thriller,USA,English,PG-13,2.35,Color,12550960.0,10.459133333333332,120.0,132.55096
Star Wars: Episode I - The Phantom Menace ,136.0,115000000.0,474544677.0,6.5,Hit,534658,13000,0.0,1999.0,Action|Adventure|Fantasy|Sci-Fi,USA,English,PG,2.35,Color,359544677.0,312.6475452173913,115.0,474.544677
The Croods ,98.0,135000000.0,187165546.0,7.3,Hit,150618,28000,16.0,2013.0,Adventure|Animation|Comedy|Family|Fantasy,USA,English,PG,2.35,Color,52165546.0,38.64114518518518,135.0,187.165546
